-21.921000,-9.402000,127.079000,179.785000,0.403000,-123.887000,
-21.918000,-9.401000,127.497000,179.786000,0.401000,-123.886000,
-21.914000,-9.399000,127.970000,179.787000,0.399000,-123.884000,
-21.911000,-9.398000,128.420000,179.788000,0.398000,-123.882000,
-21.908000,-9.397000,128.785000,179.789000,0.396000,-123.881000,
-21.905000,-9.396000,129.151000,179.789000,0.395000,-123.880000,
-21.841000,-9.094000,129.156000,179.792000,0.392000,-124.222000,
-21.767000,-8.722000,129.162000,179.796000,0.389000,-124.623000,
-21.698000,-8.350000,129.168000,179.800000,0.384000,-125.001000,
-21.636000,-7.996000,129.174000,179.804000,0.379000,-125.341000,
-21.574000,-7.627000,129.180000,179.808000,0.373000,-125.674000,
-21.527000,-7.331000,129.186000,179.812000,0.368000,-125.928000,
-21.474000,-7.055000,129.191000,179.817000,0.360000,-126.199000,
-21.387000,-6.733000,129.199000,179.826000,0.346000,-126.623000,
-21.274000,-6.415000,129.210000,179.838000,0.326000,-127.185000,
-21.178000,-6.199000,129.218000,179.848000,0.308000,-127.673000,
-21.058000,-5.968000,129.228000,179.861000,0.287000,-128.317000,
-20.945000,-5.787000,129.236000,179.872000,0.268000,-128.961000,
-20.800000,-5.610000,129.247000,179.886000,0.243000,-129.828000,
-20.652000,-5.478000,129.258000,179.900000,0.219000,-130.741000,
-20.476000,-5.365000,129.270000,179.915000,0.190000,-131.877000,
-20.289000,-5.287000,129.282000,179.931000,0.160000,-133.120000,
-20.088000,-5.227000,129.295000,179.946000,0.129000,-134.508000,
-19.895000,-5.156000,129.306000,179.959000,0.102000,-135.941000,
-19.715000,-5.077000,129.317000,179.969000,0.080000,-137.368000,
-19.561000,-4.999000,129.326000,179.976000,0.063000,-138.682000,
-19.427000,-4.922000,129.333000,179.982000,0.050000,-139.885000,
-19.274000,-4.826000,129.341000,179.987000,0.038000,-141.341000,
-19.151000,-4.740000,129.347000,179.990000,0.030000,-142.591000,
-19.043000,-4.661000,129.352000,179.992000,0.024000,-143.734000,
-18.902000,-4.550000,129.359000,179.994000,0.018000,-145.305000,
-18.775000,-4.444000,129.365000,179.996000,0.014000,-146.807000,
-18.658000,-4.341000,129.370000,179.997000,0.011000,-148.246000,
-18.553000,-4.238000,129.374000,179.997000,0.010000,-149.624000,
-18.457000,-4.137000,129.378000,179.997000,0.011000,-150.951000,
-18.370000,-4.037000,129.381000,179.997000,0.012000,-152.231000,
-18.290000,-3.938000,129.384000,179.996000,0.015000,-153.473000,
-18.217000,-3.841000,129.387000,179.996000,0.020000,-154.679000,
-18.151000,-3.745000,129.389000,179.995000,0.025000,-155.853000,
-18.090000,-3.651000,129.390000,179.994000,0.031000,-157.000000,
-18.035000,-3.558000,129.392000,179.993000,0.038000,-158.121000,
-17.962000,-3.424000,129.393000,179.991000,0.049000,-159.732000,
-17.898000,-3.289000,129.394000,179.990000,0.063000,-161.357000,
-17.843000,-3.162000,129.394000,179.988000,0.078000,-162.916000,
